model,trade_id,date,entry_timestamp,exit_timestamp,direction,entry_price,exit_price,shares,sizing_leverage,entry_equity,gross_pnl,costs,net_pnl,return_on_entry_notional,return_on_start_equity,pnl_per_share,exit_reason
A,64,2025-09-22,2025-09-22 11:00:00,2025-09-22 16:00:00,1,664.96,666.84,149,1.0,99030.63819999997,280.1199999999993,1.341,278.7789999999993,0.0028137030798844973,0.002815078293618423,1.8709999999999953,session_close
A,65,2025-09-23,2025-09-23 12:00:00,2025-09-23 16:00:00,-1,665.5707,663.21,148,1.0,99309.41719999998,349.38359999999284,1.332,348.05159999999285,0.003533358664977217,0.0035047189865090953,2.3516999999999517,session_close
A,66,2025-09-24,2025-09-24 12:00:00,2025-09-24 16:00:00,-1,660.38,661.1,150,1.0,99657.46879999997,-108.00000000000409,1.35,-109.3500000000041,-0.0011039098700748467,-0.001097258452544644,-0.7290000000000273,session_close
A,67,2025-09-30,2025-09-30 15:30:00,2025-09-30 16:00:00,1,665.405,666.18,150,1.0,99548.11879999997,116.24999999999659,1.35,114.89999999999658,0.0011511786055108952,0.0011542156836819766,0.7659999999999773,session_close
A,68,2025-10-01,2025-10-01 13:30:00,2025-10-01 16:00:00,1,667.9987,668.45,150,1.0,99663.01879999996,67.69500000000903,1.35,66.34500000000902,0.0006621270370736652,0.0006656932611397986,0.44230000000006015,session_close
A,69,2025-10-03,2025-10-03 11:00:00,2025-10-03 16:00:00,1,672.1,669.21,148,1.0,99729.36379999996,-427.719999999998,1.332,-429.051999999998,-0.004313346228239825,-0.004302163211032117,-2.8989999999999863,session_close
A,70,2025-10-06,2025-10-06 12:00:00,2025-10-06 16:00:00,1,671.83,671.61,148,1.0,99300.31179999997,-32.56000000000404,1.332,-33.89200000000404,-0.0003408600389980014,-0.0003413080924485481,-0.2290000000000273,session_close
A,71,2025-10-07,2025-10-07 11:30:00,2025-10-07 16:00:00,-1,669.23,669.12,147,1.0,99266.41979999996,16.170000000002005,1.323,14.847000000002005,0.00015091971370084073,0.00014956719533066118,0.10100000000001363,session_close
A,72,2025-10-08,2025-10-08 10:30:00,2025-10-08 16:00:00,1,671.91,673.11,148,1.0,99281.26679999995,177.60000000000673,1.332,176.26800000000674,0.0017725588248426807,0.001775440681625215,1.1910000000000456,session_close
A,73,2025-10-09,2025-10-09 13:00:00,2025-10-09 16:00:00,-1,669.76,671.16,148,1.0,99457.53479999996,-207.19999999999663,1.332,-208.53199999999663,-0.0021037386526516623,-0.0020966938344021443,-1.4089999999999772,session_close
A,74,2025-10-10,2025-10-10 11:00:00,2025-10-10 16:00:00,-1,668.725,653.02,147,1.0,99249.00279999997,2308.635000000006,1.323,2307.312000000006,0.023471531646042904,0.023247709648524614,15.696000000000039,session_close
A,75,2025-10-16,2025-10-16 14:00:00,2025-10-16 16:00:00,-1,661.81,660.64,152,1.0,101556.31479999998,177.83999999999378,1.368,176.47199999999378,0.0017542799292847783,0.0017376762867728026,1.1609999999999592,session_close
A,76,2025-10-17,2025-10-17 10:30:00,2025-10-17 16:00:00,1,662.4,664.39,153,1.0,101732.78679999997,304.4700000000014,1.377,303.0930000000014,0.002990640096618371,0.0029793049962925176,1.981000000000009,session_close
A,77,2025-10-20,2025-10-20 10:30:00,2025-10-20 16:00:00,1,670.3,671.3,152,1.0,102035.87979999997,152.0,1.368,150.632,0.001478442488438013,0.0014762650186900242,0.991,session_close
A,78,2025-10-22,2025-10-22 10:30:00,2025-10-22 16:00:00,-1,669.3375,667.8,152,1.0,102186.51179999998,233.70000000000346,1.368,232.33200000000346,0.0022836013222029584,0.0022736073079265584,1.5285000000000228,session_close
A,79,2025-10-30,2025-10-30 10:30:00,2025-10-30 16:00:00,-1,683.44,679.83,149,1.0,102418.84379999999,537.890000000002,1.341,536.5490000000021,0.00526893362987243,0.005238772281473482,3.601000000000014,session_close
A,80,2025-11-03,2025-11-03 10:30:00,2025-11-03 16:00:00,-1,680.3899,683.34,150,1.0,102955.3928,-442.51500000000306,1.35,-443.865000000003,-0.004349123936143114,-0.004311236040469004,-2.9591000000000203,session_close
A,81,2025-11-04,2025-11-04 12:30:00,2025-11-04 16:00:00,-1,676.94,675.24,151,1.0,102511.5278,256.70000000000687,1.359,255.34100000000683,0.0024980057316749565,0.002490851570353894,1.6910000000000451,session_close
A,82,2025-11-05,2025-11-05 11:30:00,2025-11-05 16:00:00,1,678.34,677.58,151,1.0,102766.86880000001,-114.75999999999863,1.359,-116.11899999999862,-0.0011336497921396215,-0.0011299264184645335,-0.7689999999999909,session_close
A,83,2025-11-06,2025-11-06 11:00:00,2025-11-06 16:00:00,-1,670.91,670.31,152,1.0,102650.74980000002,91.20000000000346,1.368,89.83200000000346,0.000880893115321016,0.000875122687121409,0.5910000000000227,session_close
A,84,2025-11-07,2025-11-07 11:00:00,2025-11-07 16:00:00,-1,663.36,670.97,154,1.0,102740.58180000003,-1171.940000000002,1.3860000000000001,-1173.326000000002,-0.011485467920887622,-0.011420277941233167,-7.619000000000013,session_close
A,85,2025-11-10,2025-11-10 14:30:00,2025-11-10 16:00:00,1,680.755,681.44,149,1.0,101567.25580000003,102.06500000000881,1.341,100.7240000000088,0.000993015108225513,0.0009916975624343764,0.6760000000000591,session_close
A,86,2025-11-11,2025-11-11 10:30:00,2025-11-11 16:00:00,-1,679.365,683.0,149,1.0,101667.97980000004,-541.6149999999986,1.341,-542.9559999999985,-0.005363832402316855,-0.005340481841658452,-3.6439999999999904,session_close
A,87,2025-11-13,2025-11-13 11:00:00,2025-11-13 16:00:00,-1,676.3,672.04,148,1.0,101125.02380000005,630.4799999999987,1.332,629.1479999999985,0.006285672039035917,0.0062214867928663785,4.250999999999991,session_close
A,88,2025-11-14,2025-11-14 11:30:00,2025-11-14 16:00:00,1,674.48,671.93,152,1.0,101754.17180000005,-387.60000000001037,1.368,-388.96800000001036,-0.0037940339224292316,-0.003822624597294498,-2.559000000000068,session_close
A,89,2025-11-17,2025-11-17 13:00:00,2025-11-17 16:00:00,-1,669.233,665.67,150,1.0,101365.20380000005,534.4499999999982,1.35,533.0999999999983,0.005310557010786959,0.005259201185565002,3.5539999999999887,session_close
A,90,2025-11-20,2025-11-20 12:00:00,2025-11-20 16:00:00,-1,659.75,652.53,150,1.0,101898.30380000004,1083.000000000004,1.35,1081.650000000004,0.010929897688518419,0.010614995143815177,7.211000000000026,session_close
A,91,2025-11-21,2025-11-21 12:00:00,2025-11-21 16:00:00,1,660.82,659.03,157,1.0,102979.95380000003,-281.03000000001214,1.413,-282.44300000001215,-0.002722375230774004,-0.0027426988416459365,-1.7990000000000774,session_close
A,92,2025-11-24,2025-11-24 10:30:00,2025-11-24 16:00:00,1,665.435,668.73,154,1.0,102697.51080000002,507.4300000000112,1.3860000000000001,506.04400000001124,0.004938123182579926,0.0049275196259188315,3.286000000000073,session_close
A,93,2025-11-25,2025-11-25 12:30:00,2025-11-25 16:00:00,1,673.33,675.02,154,1.0,103203.55480000003,260.2599999999909,1.3860000000000001,258.87399999999093,0.0024965470126088857,0.002508382589162431,1.680999999999941,session_close
A,94,2025-11-26,2025-11-26 10:30:00,2025-11-26 16:00:00,1,678.2,679.68,152,1.0,103462.42880000002,224.95999999998548,1.368,223.5919999999855,0.002168976703037311,0.0021610936703622546,1.4709999999999046,session_close
A,95,2025-12-01,2025-12-01 10:30:00,2025-12-01 16:00:00,-1,679.675,680.27,152,1.0,103686.02080000001,-90.44000000000415,1.368,-91.80800000000414,-0.0008886600213337658,-0.0008854424086453526,-0.6040000000000273,session_close
